code	,Designator	,Center-X(mm)	,Center-Y(mm)	,Rotation	,Layer	,sma_code	                 
410655003          ,C131       ,120.3960    ,18.3320     ,270      ,TopLayer ,CAP-6354-100uF35V            
410462001          ,C132       ,266.3190    ,39.6240     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410655003          ,C133       ,120.2702    ,41.7518     ,270      ,TopLayer ,CAP-6354-100uF35V            
410462001          ,C134       ,266.3190    ,35.9410     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410655003          ,C135       ,275.4162    ,21.0820     ,180      ,TopLayer ,CAP-6354-100uF35V            
410655003          ,C136       ,275.4162    ,28.8135     ,180      ,TopLayer ,CAP-6354-100uF35V            
410462001          ,C137       ,273.3754    ,60.8483     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C138       ,273.3040    ,57.0230     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410655003          ,C139       ,273.8120    ,49.2150     ,90       ,TopLayer ,CAP-6354-100uF35V            
410655003          ,C140       ,281.9400    ,49.2485     ,90       ,TopLayer ,CAP-6354-100uF35V            
410462001          ,C141       ,236.9922    ,81.0514     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C142       ,241.0714    ,88.5190     ,270      ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C143       ,232.3846    ,81.0514     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C144       ,225.9838    ,88.5698     ,90       ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C145       ,221.9960    ,81.0514     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C146       ,217.1446    ,81.0514     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C147       ,218.2368    ,100.3808    ,90       ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C148       ,115.5058    ,45.9413     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C149       ,263.9060    ,48.5800     ,360      ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C150       ,109.6518    ,45.9232     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C151       ,105.1052    ,41.7830     ,270      ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C152       ,125.6030    ,18.5420     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C153       ,268.0970    ,57.5039     ,90       ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C154       ,101.0920    ,23.3689     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C155       ,105.1052    ,18.6436     ,270      ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C156       ,237.1344    ,97.0788     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C157       ,232.0036    ,97.1042     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C158       ,225.9076    ,100.4570    ,90       ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C159       ,292.0746    ,81.0260     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C160       ,295.0210    ,76.0217     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C161       ,283.7180    ,87.6876     ,360      ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C162       ,100.5970    ,45.8384     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C163       ,160.9090    ,88.3688     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C164       ,94.4372     ,46.0248     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C165       ,89.8922     ,41.6931     ,270      ,TopLayer ,CAP-6354-47uF25V             
410462001          ,C166       ,109.2502    ,23.4950     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C167       ,155.4480    ,88.3688     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C168       ,96.5593     ,23.4188     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410655002          ,C169       ,89.7575     ,18.6162     ,270      ,TopLayer ,CAP-6354-47uF25V             
410656001          ,C170       ,305.4858    ,20.6756     ,90       ,TopLayer ,CAP-2825-56nFX400V           
410459007          ,C171       ,308.9910    ,38.6407     ,360      ,TopLayer ,""                           
410459008          ,C172       ,309.3720    ,47.9216     ,90       ,TopLayer ,""                           
410459008          ,C173       ,309.3720    ,53.9750     ,90       ,TopLayer ,""                           
410654001          ,C174       ,266.4460    ,28.0075     ,270      ,TopLayer ,CAP-0805-1nFX50V             
410462003          ,C175       ,260.0960    ,29.9564     ,270      ,TopLayer ,CAP-0805-1uFX50V             
410458020          ,C176       ,294.5410    ,48.8950     ,180      ,TopLayer ,""                           
410462001          ,C177       ,259.8667    ,18.0340     ,90       ,TopLayer ,CAP-0805-100NFX50V           
410458021          ,C178       ,293.8780    ,38.3540     ,270      ,TopLayer ,""                           
410458020          ,C179       ,275.8440    ,11.0490     ,360      ,TopLayer ,""                           
410462001          ,C180       ,267.8429    ,21.5692     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C181       ,184.6834    ,127.6206    ,90       ,TopLayer ,CAP-0805-100NFX50V           
410462001          ,C182       ,184.7342    ,117.8162    ,90       ,TopLayer ,CAP-0805-100NFX50V           
410462001          ,C183       ,193.5480    ,34.2900     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C184       ,168.0210    ,123.6980    ,180      ,TopLayer ,CAP-0805-100NFX50V           
410462001          ,C185       ,133.2738    ,145.1610    ,360      ,TopLayer ,CAP-0805-100NFX50V           
410462008          ,C186       ,180.8480    ,129.7338    ,180      ,TopLayer ,CAP-0805-22PFX50V            
410462008          ,C187       ,176.7840    ,129.7338    ,360      ,TopLayer ,CAP-0805-22PFX50V            
410462001          ,C188       ,184.4040    ,132.8013    ,270      ,TopLayer ,CAP-0805-100NFX50V           
410462001          ,C189       ,86.5124     ,110.7186    ,270      ,TopLayer ,CAP-0805-100NFX50V           
410655001          ,C190       ,88.9000     ,115.3160    ,180      ,TopLayer ,CAP-4054-10UF25V             
410462001          ,C191       ,97.5360     ,110.8160    ,270      ,TopLayer ,CAP-0805-100NFX50V           
410462001          ,C192       ,147.0508    ,88.3310     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C193       ,128.5240    ,114.9350    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410654001          ,C38_A1     ,26.4467     ,19.5859     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C38_A2     ,26.6752     ,56.5598     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C38_A3     ,26.6752     ,93.0088     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C38_A4     ,26.5483     ,129.4578    ,360      ,TopLayer ,CAP-0805-1nFX50V             
410462011          ,C39_A1     ,19.0330     ,17.0993     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C39_A2     ,19.2616     ,54.0732     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C39_A3     ,19.2616     ,90.5222     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C39_A4     ,19.1346     ,126.9712    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462005          ,C40_A1     ,24.1130     ,4.5203      ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462005          ,C40_A2     ,24.3416     ,41.4942     ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462005          ,C40_A3     ,24.3416     ,77.9432     ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462005          ,C40_A4     ,24.2146     ,114.3922    ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462013          ,C41_A1     ,18.0170     ,13.9157     ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462013          ,C41_A2     ,18.2456     ,50.8896     ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462013          ,C41_A3     ,18.2456     ,87.3386     ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462013          ,C41_A4     ,18.1186     ,123.7875    ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462011          ,C42_A1     ,28.4007     ,4.4836      ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C42_A2     ,28.6292     ,41.4575     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C42_A3     ,28.6292     ,77.9065     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C42_A4     ,28.5022     ,114.3555    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C43_A1     ,36.7474     ,6.5646      ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C43_A2     ,36.9759     ,43.5384     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C43_A3     ,36.9759     ,79.9874     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C43_A4     ,36.8489     ,116.4364    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410654001          ,C44_A1     ,24.1130     ,8.6796      ,180      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C44_A2     ,24.3416     ,45.6535     ,180      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C44_A3     ,24.3416     ,82.1025     ,180      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C44_A4     ,24.2146     ,118.5515    ,180      ,TopLayer ,CAP-0805-1nFX50V             
410462011          ,C45_A1     ,19.0330     ,10.7320     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C45_A2     ,19.2616     ,47.7059     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C45_A3     ,19.2616     ,84.1549     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C45_A4     ,19.1346     ,120.6039    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410654001          ,C46_A1     ,30.4630     ,19.5859     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C46_A2     ,30.6916     ,56.5598     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C46_A3     ,30.6916     ,93.0088     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C46_A4     ,30.5646     ,129.4578    ,360      ,TopLayer ,CAP-0805-1nFX50V             
410462011          ,C47_A1     ,19.0330     ,19.4330     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C47_A2     ,19.2616     ,56.4069     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C47_A3     ,19.2616     ,92.8559     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C47_A4     ,19.1346     ,129.3048    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410654001          ,C48_A1     ,26.4467     ,37.1629     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C48_A2     ,26.6752     ,74.1368     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C48_A3     ,26.6752     ,110.5858    ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C48_A4     ,26.5483     ,147.0348    ,360      ,TopLayer ,CAP-0805-1nFX50V             
410462011          ,C49_A1     ,19.0330     ,34.7858     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C49_A2     ,19.2616     ,71.7597     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C49_A3     ,19.2616     ,108.2087    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C49_A4     ,19.1346     ,144.6577    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462005          ,C50_A1     ,24.1130     ,22.3513     ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462005          ,C50_A2     ,24.3416     ,59.3252     ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462005          ,C50_A3     ,24.3416     ,95.7742     ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462005          ,C50_A4     ,24.2146     ,132.2232    ,360      ,TopLayer ,CAP-0805-3.3nFX50V           
410462013          ,C51_A1     ,18.0170     ,31.6671     ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462013          ,C51_A2     ,18.2456     ,68.6410     ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462013          ,C51_A3     ,18.2456     ,105.0900    ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462013          ,C51_A4     ,18.1186     ,141.5390    ,270      ,TopLayer ,CAP-0805-68nFX50V            
410462011          ,C52_A1     ,28.4007     ,22.3513     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C52_A2     ,28.6292     ,59.3252     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C52_A3     ,28.6292     ,95.7742     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C52_A4     ,28.5022     ,132.2232    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C53_A1     ,36.7474     ,24.4310     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C53_A2     ,36.9759     ,61.4049     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C53_A3     ,36.9759     ,97.8539     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C53_A4     ,36.8489     ,134.3029    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410654001          ,C54_A1     ,24.1130     ,26.5106     ,180      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C54_A2     ,24.3416     ,63.4845     ,180      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C54_A3     ,24.3416     ,99.9335     ,180      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C54_A4     ,24.2146     ,136.3825    ,180      ,TopLayer ,CAP-0805-1nFX50V             
410462011          ,C55_A1     ,19.0330     ,28.8645     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C55_A2     ,19.2616     ,65.8383     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C55_A3     ,19.2616     ,102.2873    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C55_A4     ,19.1346     ,138.7363    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410654001          ,C56_A1     ,30.4803     ,37.1629     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C56_A2     ,30.7089     ,74.1368     ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C56_A3     ,30.7089     ,110.5858    ,360      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C56_A4     ,30.5819     ,147.0348    ,360      ,TopLayer ,CAP-0805-1nFX50V             
410462011          ,C57_A1     ,19.0330     ,37.1195     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C57_A2     ,19.2616     ,74.0933     ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C57_A3     ,19.2616     ,110.5423    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C57_A4     ,19.1346     ,146.9913    ,180      ,TopLayer ,CAP-0805-10nFX50V            
410462010          ,C58_A1     ,54.5042     ,14.4780     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C58_A2     ,54.7328     ,51.4519     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C58_A3     ,54.7328     ,87.9009     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C58_A4     ,54.6058     ,124.3498    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462003          ,C59_A1     ,64.8743     ,5.2324      ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C59_A2     ,65.1029     ,42.2063     ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C59_A3     ,65.1029     ,78.6553     ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C59_A4     ,64.9759     ,115.1043    ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462011          ,C60_A1     ,81.4587     ,9.7986      ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C60_A2     ,81.6873     ,46.7726     ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C60_A3     ,81.6873     ,83.2215     ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C60_A4     ,81.5603     ,119.6705    ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462006          ,C61_A1     ,81.4587     ,13.5529     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C61_A2     ,81.6873     ,50.5268     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C61_A3     ,81.6873     ,86.9758     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C61_A4     ,81.5603     ,123.4248    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C62_A1     ,64.3720     ,16.3322     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C62_A2     ,64.6006     ,53.3061     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C62_A3     ,64.6006     ,89.7551     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C62_A4     ,64.4736     ,126.2041    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462001          ,C63_A1     ,68.1788     ,12.1012     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C63_A2     ,68.4074     ,49.0751     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C63_A3     ,68.4074     ,85.5241     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C63_A4     ,68.2804     ,121.9731    ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462003          ,C64_A1     ,68.8594     ,5.2578      ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C64_A2     ,69.0880     ,42.2317     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C64_A3     ,69.0880     ,78.6807     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C64_A4     ,68.9610     ,115.1297    ,360      ,TopLayer ,CAP-0805-1UFX50V             
410654001          ,C65_A1     ,71.9582     ,6.1869      ,270      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C65_A2     ,72.1868     ,43.1608     ,270      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C65_A3     ,72.1868     ,79.6098     ,270      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C65_A4     ,72.0598     ,116.0588    ,270      ,TopLayer ,CAP-0805-1nFX50V             
410462010          ,C66_A1     ,71.9582     ,10.1447     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C66_A2     ,72.1868     ,47.1185     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C66_A3     ,72.1360     ,83.7590     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C66_A4     ,72.0598     ,120.0165    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462007          ,C67_A1     ,54.9574     ,7.7955      ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462007          ,C67_A2     ,55.1860     ,44.7694     ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462007          ,C67_A3     ,55.1860     ,81.2184     ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462007          ,C67_A4     ,55.0590     ,117.6674    ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462001          ,C68_A1     ,68.9864     ,15.6718     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C68_A2     ,69.2150     ,52.6457     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C68_A3     ,69.2150     ,89.0947     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C68_A4     ,69.0880     ,125.5437    ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462006          ,C69_A1     ,64.3720     ,8.4972      ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C69_A2     ,64.6006     ,45.4711     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C69_A3     ,64.6006     ,81.9201     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C69_A4     ,64.4736     ,118.3691    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C70_A1     ,66.2766     ,12.0755     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C70_A2     ,66.5052     ,49.0494     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C70_A3     ,66.5052     ,85.4984     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C70_A4     ,66.3782     ,121.9474    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462010          ,C71_A1     ,52.4880     ,7.7955      ,270      ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C71_A2     ,52.7166     ,44.7694     ,270      ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C71_A3     ,52.7166     ,81.2184     ,270      ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C71_A4     ,52.5896     ,117.6674    ,270      ,TopLayer ,CAP-0805-47nFX50V            
410462003          ,C72_A1     ,47.6250     ,12.7000     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C72_A2     ,47.8536     ,49.6739     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C72_A3     ,47.8536     ,86.1229     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C72_A4     ,47.7266     ,122.5719    ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C73_A1     ,43.1430     ,10.9777     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C73_A2     ,43.3716     ,47.9516     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C73_A3     ,43.3716     ,84.4006     ,270      ,TopLayer ,CAP-0805-1UFX50V             
